X,Y,fid,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_st_,crd_nr_,tipo_br,fech_nc,cotizcn,mnt_pr_,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,clasi2,costo,atipics,Longitd,Latitud,icon_url
-67.5712400182207,10.2353178682856,"126",PI-2022-C-4-E-113-00037284,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),18032,"rehabilitación de la carpeta asfaltica (bacheo) avenida andrés bello, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 152,17 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","656278","1131018",Rehabilitación o Mejora,2022/05/02,4.5,4007.11111111111,152.17,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5712400182207,10.2353178682856,./0.png
-67.5717779380368,10.2354648979711,"127",PI-2022-C-4-E-113-00037285,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),12880,"rehabilitación de la carpeta asfaltica (bacheo) en calle felix maria paredes, tramo avenida 11 - avenida agustin codazzi, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 108,70 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","656104","1130969",Rehabilitación o Mejora,2022/05/02,4.5,2862.22222222222,108.7,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5717779380368,10.2354648979711,./0.png
-67.5716593224659,10.2334118899033,"128",PI-2022-C-4-E-113-00037286,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),30912,"rehabilitación de la carpeta asfaltica (bacheo) en avenida josé vicente gonzalez, tramo av. los chaguaramos - av. circunvalación, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 260,87 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","655746","1131835",Rehabilitación o Mejora,2022/05/02,4.5,6869.33333333333,260.87,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5716593224659,10.2334118899033,./0.png
-67.5734181164381,10.2361231010999,"129",PI-2022-C-4-E-113-00037287,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),25760,"rehabilitación de la carpeta asfaltica (bacheo) en calle andrés eloy blanco, tramo avenida 11 - avenida agustin codazzi, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 217,39  metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitant",Culminado,"19","19","655918","1131039",Rehabilitación o Mejora,2022/05/02,4.5,5724.44444444444,217.39,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5734181164381,10.2361231010999,./0.png
-67.5712857808397,10.2352909437947,"130",PI-2022-C-4-E-113-00037288,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),23184,"rehabilitación de la carpeta asfaltica (bacheo) en avenida agustin codazzi, tramo av. los chaguaramos - av. circunvalacion, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 195,65 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","655827","1132037",Rehabilitación o Mejora,2022/05/02,4.5,5152,195.65,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5712857808397,10.2352909437947,./0.png
-67.5742312309117,10.2277901191685,"131",PI-2022-C-4-E-113-00037289,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),12880,"rehabilitación de la carpeta asfaltica (bacheo) en avenida 11, tramo av. los chaguaramos - calle luis higuera, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 108,70 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","655586","1131163",Rehabilitación o Mejora,2022/05/02,4.5,2862.22222222222,108.7,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5742312309117,10.2277901191685,./0.png
-67.5741515716913,10.237455460473,"132",PI-2022-C-4-E-113-00037290,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),25760,"rehabilitación de la carpeta asfaltica (bacheo) en calle sergio medina, tramo avenida 11 - parque edgar sanabria, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar 217,39 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","655797","1131088",Rehabilitación o Mejora,2022/05/02,4.5,5724.44444444444,217.39,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5741515716913,10.237455460473,./0.png
-67.5750510038881,10.2404612797954,"133",PI-2022-C-4-E-113-00037291,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),15456,"rehabilitación de la carpeta asfaltica (bacheo) en avenida principal de portillito, tramo calle 10 - calle 13, sector portillito, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilita 130,43 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitantes",Culminado,"19","19","655352","1132585",Rehabilitación o Mejora,2022/05/02,4.5,3434.66666666667,130.43,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5750510038881,10.2404612797954,./0.png
-67.5709884973,10.236446988044,"134",PI-2022-C-4-E-113-00037292,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),15456,"rehabilitación de la carpeta asfaltica (bacheo)  en avenida principal de portillito, tramo calle 10 - entrada urbanización  girardot, sector portillito, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 130,43 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","656067","1132344",Rehabilitación o Mejora,2022/05/02,4.5,3434.66666666667,130.43,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5709884973,10.236446988044,./0.png
-67.0807907648995,10.3616101258013,"135",PI-2022-C-4-E-118-00037136,"2022",C4,ALCALDÍA DE GUAICAIPURO (EDO. MIRANDA),Central,Miranda,Guaicaipuro,Los Teques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),206095,"restituciòn de la capa asfaltica en el tramo comprendido desde la entrada a la comunidad el paso hasta la entrada a la parroquia san pedro, parroquia los teques, municipio bolivariano de guaicaipuro","suministro, transporte y colocaciòn de 510 toneladas de asfalto en el tramo comprendido desde la entrada a la comunidad el paso hasta la entrada a la parroquia san pedro, parroquia los teques, municipio bolivariano de guaicaipuro",Culminado,"19","19","712437","1145023",Rehabilitación o Mejora,2022/05/02,4.5,45798.8888888889,510,Toneladas,Si,toneladas,"510",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.0807907648995,10.3616101258013,./0.png
-70.2713572772823,11.8228343929403,"136",PI-2022-C-4-E-171-00036959,"2022",C4,ALCALDÍA DE LOS TAQUES (EDO. FALCÓN),Occidental,Falcón,Los Taques,Los Taques,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),117388.58,"mejoras viales las auras-villa marina,parroquia los taques, municipio los taques.estado falcon",reparacion del asfaltado en mas de 700mtrs  de vialidad para asi brindar una seguridad vial a los habitantes,Culminado,"19","19","372106","1302377",Rehabilitación o Mejora,2022/05/02,4.5,26086.3511111111,788,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-70.2713572772823,11.8228343929403,./0.png
-71.4638386649801,8.82002810840584,"137",PI-2022-C-4-E-203-00036934,"2022",C4,ALCALDÍA DE OBISPO RAMOS DE LORA (EDO. MÉRIDA),Los Andes,Mérida,Obispo Ramos De Lora,Santa Elena De Arenales,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),149647.46,"bacheo con mezcla asfaltica en caliente en calle comercio en santa elena de arenales, en la parroquia santa elena de arenales, del municipio obispo ramos de lora, del estado bolivariano de mérida.","el trabajo de bacheo en la calle comercio en santa elena de arenales, parroquia santa elena de arenales, el procedimiento es el siguiente, demarcación de la pequeña area a tratar y demolición de la sección de capa de carpeta vieja, retiro de la carpeta y",Culminado,"19","19","228872","976122",Rehabilitación o Mejora,2022/05/02,4.5,33254.9911111111,200,Toneladas,Si,asfato caliente ton,"200",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.4638386649801,8.82002810840584,./0.png
-71.8776601822668,8.22154069758897,"138",PI-2022-C-4-E-245-00037004,"2022",C4,ALCALDÍA DE RIVAS DÁVILA (EDO. MÉRIDA),Los Andes,Mérida,Rivas Dávila,Bailadores,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",136200,"asfaltado  en la troncal 007 (la playa  -  las playitas), municipio rivas davila, estado bolivariano de mérida","la troncal 007  importante vía para el desarrollo económico del municipio, por esta importante vía  se  trasladan hortalizas, rubros agrícolas y flores a los mercados a nivel nacional e internacional, es una infraestructura de apoyo al sector turístico p",Culminado,"19","19","194587","919734",Rehabilitación o Mejora,2022/05/02,4.5,30266.6666666667,180,Toneladas,Si,mezcla asfaltica  toneladas,"180",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.8776601822668,8.22154069758897,./0.png
-71.8469492460563,8.37816731751779,"139",PI-2022-C-4-E-251-00037316,"2022",C4,ALCALDÍA DE SAMUEL DARÍO MALDONADO (EDO. TÁCHIRA),Los Andes,Táchira,Samuel Darío Maldonado,Hernández,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",68900,"bacheo de 6 km de vialidad en la carretera principal de la parroquia hernandez, desde la capilla del guamal hasta la entrada de vuelta de san fernando, municipio samuel darío maldonado, estado tachira.","el proyecto consiste en el bacheo de 6 km de vialidad a través de la remoción en forma rectangular o cuadrada de aproximadamente 100 fallas comprendidas en baches, ahuellamientos y roturas de bordes.  posteriormente, limpieza de la zona y aplicación de r",Culminado,"19","19","189642","930726",Rehabilitación o Mejora,2022/05/23,4.92,14004.0650406504,155,Toneladas,Si,emulsión asfaltica en caliente (tn),"155",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.8469492460563,8.37816731751779,./0.png
-71.831428785694,8.50415973819127,"140",PI-2022-C-4-E-251-00037318,"2022",C4,ALCALDÍA DE SAMUEL DARÍO MALDONADO (EDO. TÁCHIRA),Los Andes,Táchira,Samuel Darío Maldonado,Samuel Darío Maldonado,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",66072.5,"bacheo de 7 km de vía principal en la parroquia la tendida, desde el sector san martin hasta el sector san rafael, municipio samuel darío maldonado, estado tachira.","el proyecto consiste en el bacheo de 7 km de vialidad a través de la remoción en forma rectangular o cuadrada de aproximadamente 80 fallas comprendidas en baches y roturas de bordes. posteriormente,  limpieza de la zona y aplicación de riego de imprimaci",Culminado,"19","19","188034","942190",Rehabilitación o Mejora,2022/05/23,4.92,13429.3699186992,148,Toneladas,Si,emulsión asfaltica en caliente (tn),"148",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.831428785694,8.50415973819127,./0.png
-67.1666714812444,9.95111124125869,"141",PI-2022-C-4-E-268-00037006,"2022",C4,ALCALDÍA DE SAN SEBASTIÁN (EDO. ARAGUA),Central,Aragua,San Sebastián,Capital San Sebastián,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),172010.53,"rehabilitación de la capa asfaltica (bacheo) de la calle paul, del municipio san sebastian de los reyes, edo. aragua.","se ejecutara la rehabilitación de la capa asfaltica (bacheo) en el tramo de la calle paul cruce con calle miranda, hasta calle paul, cruce con calle c. 101, del municipio san sebastian, para mejorar el transito vehicular de nuestro municipio.",Culminado,"19","19","699496","1100247",Rehabilitación o Mejora,2022/05/02,4.5,38224.5622222222,500,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.1666714812444,9.95111124125869,./0.png
-66.7460697048076,10.1846741148488,"142",PI-2022-C-4-E-281-00036996,"2022",C4,ALCALDÍA DE SIMÓN BOLÍVAR (EDO. MIRANDA),Central,Miranda,Simón Bolívar,San Francisco De Yare,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),73920,"rehabilitación de pavimento en la calle principal del sector los añiles (i etapa). parroquia san francisco de yare, municipio simón bolívar.","suministro y colocación de 120 toneladas de asfalto en la calle principal del sector los añiles, parroquia san francisco de yare, municipio simón bolívar.",Culminado,"19","19","746888","1127214",Rehabilitación o Mejora,2022/05/02,4.5,16426.6666666667,120,Toneladas,Si,asfalto,"120",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.7460697048076,10.1846741148488,./0.png
-69.2844271528614,10.8174192649665,"143",PI-2022-C-4-E-309-00037043,"2022",C4,ALCALDÍA DE UNIÓN (EDO. FALCÓN),Occidental,Falcón,Unión,Santa Cruz De Bucaral,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),212200,"construcción de pavimento rígido en la calle 5 de julio, sector santa cruz de bucaral municipio unión estado falcón","el proyecto comtempla la demolicion del pavimento flexible existente ya que se encuentra totalmente deteriorado, la construccion de pavimento ridido, ademas de limpieza de laterales de la via.",Culminado,"19","19","468739","1195736",Construcción Inicial,2022/05/02,4.5,47155.5555555556,50,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-69.2844271528614,10.8174192649665,./0.png
-69.2762759677057,10.6154815376385,"144",PI-2022-C-4-E-313-00037023,"2022",C4,ALCALDÍA DE URDANETA (EDO. LARA),Occidental,Lara,Urdaneta,San Miguel,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",305200,"rehabilitación del tramo el guay de urama - santa ines de la interestatal lara - falcón, municipio urdaneta, estado lara.","este proyecto consiste rehabilitación de la carpeta asfaltica del tramo vial el guay de urama - santa inés de la interestatal lara - falcón de aproximadamente 20 km, mediante la colocación de bacheos en sectores que presentan un grave deterioro, generand",Culminado,"19","19","451118","1163213",Rehabilitación o Mejora,2022/05/02,4.5,67822.2222222222,20000,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-69.2762759677057,10.6154815376385,./0.png
-66.8308883649288,10.1400651085156,"145",PI-2022-C-4-E-314-00036953,"2022",C4,ALCALDÍA DE URDANETA (EDO. MIRANDA),Central,Miranda,Urdaneta,Cúa,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),121500,": rehabilitación de la  avenida principal, tramo aparay -piñate,  municipio general rafael urdaneta, cua estado bolivariano de miranda","se realizara  la remoción de la capa  asfaltica de las  areas deterioradas, con la colocación de asfalto en caliente  de igual forma se haran las demarcaciones  y señalizaciones correspondiente",Culminado,"19","19","730276","1124349",Rehabilitación o Mejora,2022/05/02,4.5,27000,300,Toneladas,Si,asfalto,"300",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.8308883649288,10.1400651085156,./0.png
-66.8886310544504,10.1598476204475,"146",PI-2022-C-4-E-314-00036957,"2022",C4,ALCALDÍA DE URDANETA (EDO. MIRANDA),Central,Miranda,Urdaneta,Cúa,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),60750,"rehabilitación de la avenida principal monseñor pellin tramo intersección carretera nacional (ferretería mahife) hasta la plaza bolívar casco central, municipio general rafael urdaneta, cua bolivariano de miranda.",se realizara la remoción de la capeta asfaltica  de las areas deterioradas y con la colocación de asfalto en caliente de igual forma se haran las demarcaciones y señalizaciones correspondiente,Culminado,"19","19","730573","1126260",Rehabilitación o Mejora,2022/05/02,4.5,13500,150,Toneladas,Si,asfalto,"150",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.8886310544504,10.1598476204475,./0.png
-66.9275739285512,10.0766036972368,"147",PI-2022-C-4-E-314-00036961,"2022",C4,ALCALDÍA DE URDANETA (EDO. MIRANDA),Central,Miranda,Urdaneta,Cúa,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",69750,"rehabilitación de la  carretera nacional, desde el sector las meseta (chicho baker) hasta el sector betania, municipio general rafael urdaneta, cua estado bolivariano de miranda.","se realizara la remoción de la carpeta  asfaltica de las areas deterioradas  (escarificacion) y con la colocación de asfalto en caliente, de igual forma se haran las demarcaciones de y señalizaciones correspondiente",Culminado,"19","19","731571","1128279",Rehabilitación o Mejora,2022/05/02,4.5,15500,50,Toneladas,Si,asfalto,"50",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.9275739285512,10.0766036972368,./0.png
-71.7773059354945,8.36241852712143,"148",PI-2022-C-4-E-327-00037297,"2022",C4,ALCALDÍA DE ZEA (EDO. MÉRIDA),Los Andes,Mérida,Zea,Zea,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),218600,reasfaltado de la vialidad desde la progresiva 0+000 la yee parroquia caño el tigre hasta la progresiva 19+000 sector los churrusco del municipio zea estado merida 2022.,"la ejecución de este proyecto  conlleva reasfaltado de la vialidad desde la progresiva 0+000 la yee parroquia caño el tigre hasta la progresiva 19+000 los churruscos, para tal propósito se plantea la sustitucion de carpeta asfaltica en malas condicones",Culminado,"19","19","194622","942431",Rehabilitación o Mejora,2022/05/09,4.57,47833.6980306346,280,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.7773059354945,8.36241852712143,./0.png
-68.8382455845131,10.2475034736406,"149",PI-2022-C-4-E-33-00037076,"2022",C4,ALCALDÍA DE ARÍSTIDES BASTIDAS (EDO. YARACUY),Occidental,Yaracuy,Arístides Bastidas,Capital Arístides Bastidas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),159120,"rehabilitacion de la carpeta asfaltica mediante bacheo en el tramo vial comprendido desde la avenida 1 hasta la celle 9 de la parroquia san pablo, municipio aristides bastidas estado yaracuy.",el proyecto consiste en la rehailitacion de la carpeta asfaltica mediate bacheo con la colocacion de 200 toneladas de asfalto y el acondicionamiento de la base en 170 mts de vialidad.,Culminado,"19","19","516778","1132453",Rehabilitación o Mejora,2022/05/02,4.5,35360,200,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-68.8382455845131,10.2475034736406,./0.png
-70.2390362048909,8.61657409143032,"150",PI-2022-C-4-E-343-00036746,"2022",C4,GOBERNACIÓN DE BARINAS,Los LLanos,Barinas,Barinas,Ramón Ignacio Méndez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),900000,"prolongacion de la avenida nueva torunos en el tramo comprendido desde la interseccioncon con la avenida adonay parra jimenez hasta la avenida 23 de enero, parroquia ramon ignacio mendez, municipio barinas, estado barinas.","el proyecto consiste en la limpieza y conformacion del terreno, colocacion de granzon, imprimacion asfaltica",Culminado,"19","19","364663","952091",Ampliación,2022/04/21,4.43,203160.270880361,1200,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-70.2390362048909,8.61657409143032,./0.png
-68.5502983531536,9.66778041381436,"151",PI-2022-C-4-E-346-00036831,"2022",C4,GOBERNACIÓN DE COJEDES,Los LLanos,Cojedes,Lima Blanco,La Aguadita,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",306986.58,"rehabiliación de la troncal 005, tramo puente tamanaco - san carlos , a través de la secretaria de infraestructura y vialidad adscrita a la gobernacion del estado bolivariano de cojedes.","se trata de la rehabilitacion de la vialidad urbana e interurbana el la t-005 puente tamanaco-san carlos mediante el saneamiento y acondicionamiento de la superficie de apoyo(base, sub-base y capa de rodamiento)suministro,transporte  bacheos,remocion de",Culminado,"19","19","568038","1084926",Rehabilitación o Mejora,2022/04/21,4.43,69297.1963882619,570,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-68.5502983531536,9.66778041381436,./0.png
-68.7914566351629,11.1824484413375,"152",PI-2022-C-4-E-348-00036783,"2022",C4,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,San Francisco,Capital San Francisco,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",548034.36,"rehabilitación de la troncal t-003 moron - coro, desde la prog. 123+930 hasta la prog. 134+000, parroquia san francisco, municipio san francisco, estado falcón","esta obra contempla las mejoras a la vialidad de la troncal t-003 moron - coro,  donde se ejecutara actividades de: deforestación y limpieza en laterales de vía de la troncal, escarificación de la carpeta  asfaltica con maquina pesada, bote y limpieza de",Culminado,"19","19","529394","1230000",Rehabilitación o Mejora,2022/04/21,4.43,123709.787810384,900,Toneladas,Si,mezcla asfaltica tipo iv,"900",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-68.7914566351629,11.1824484413375,./0.png
-71.5818899352842,8.67099274006548,"153",PI-2022-C-4-E-351-00036827,"2022",C4,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Alberto Adriani,Héctor Amable Mora,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",550000,"rehabilitación vial eje panamericano de la troncal 001 tramo a, sector mucujepe, parroquia hector amable mora, municipio alberto adriani, estado mérida.","rehabilitación vial eje panamericano de la troncal 001, en los tramos mas afectados de esta vía principal, donde se realizara sustitución de carpetas asfalticas en malas condiciones, por asfalto caliente (carpetas asfalticas) de 12cm de espesor x 3mtrs d",Culminado,"19","19","214865","957731",Rehabilitación o Mejora,2022/04/21,4.43,124153.498871332,1500,Metros,Si,asfalto,"800",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.5818899352842,8.67099274006548,./0.png
-66.7755327921136,10.6132652083506,"154",PI-2022-C-4-E-359-00036863,"2022",C4,GOBERNACIÓN DE LA GUAIRA,Central,La Guaira,Vargas,Naiguatá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1068004.28,"rehabilitación de carretera perimetral tanaguarenas-naiguata, desde la progresiva 2+750  hasta la progresiva 5+750 en el tramo comprendido entre el sector paso caballos hasta el sector el rey del pescado frito, incluye repavimentación asfaltica, demarcac","se plantea continuar la rehabilitación de la carretera tanaguarenas-naiguata en el tramo descrito, para lo cual se requiere: remoción (escarificación) mediante el uso de maquina perfiladora de asfalto, riego de adherencia empleando material asfaltico tip",Culminado,"19","19","740451","1173751",Rehabilitación o Mejora,2022/04/21,4.43,241084.48758465,3000,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.7755327921136,10.6132652083506,./0.png
-71.6565930804745,10.6774923613717,"155",PI-2022-C-4-E-361-00036874,"2022",C4,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Caracciolo Parra Pérez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1436612.2,"reasfaltado de la av. 68 entre calles 65 y 76. parroquia caracciolo parra pérez, municipio maracaibo, estado zulia.","reasfaltado de 1270 ml de vía que presenta importante deterioro de su capa de rodamiento y base, producto de reparaciones anteriores de sustitución de colectores, se plantea realizar bacheos de zanjas y reasfaltado con una colocación de 3208 ton. de asfa",Culminado,"19","19","210112","1182486",Rehabilitación o Mejora,2022/04/21,4.43,324291.693002257,3208,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.6565930804745,10.6774923613717,./0.png
-71.6477743117221,10.6897194869697,"156",PI-2022-C-4-E-361-00037222,"2022",C4,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Idelfonso Vásquez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1142395.08,"reasfaltado de la av. circunvalación no. 2, tramo comprendido entre la av. guajira y la entrada a la urbanización ciudadela faria, parroquia idelfonso vasquez, municipio maracaibo, estado zulia.","rehabilitación de  1992,82 ml de vía, con la ejecución de la limpieza y remoción de la carpeta asfaltica, riego de adherencia, el suministro y la colocación de 2225,24 ton de mezcla asfaltica en caliente tipo iii, colocadas en dos capas de espesor promed",Culminado,"19","19","211747","1183234",Rehabilitación o Mejora,2022/04/21,4.43,257876.993227991,2225.24,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.6477743117221,10.6897194869697,./0.png
-71.6222256603374,10.6388856319852,"157",PI-2022-C-4-E-361-00037224,"2022",C4,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Chiquinquirá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1367029.33,"reasfaltado del distribuidor lossada, nivel av. libertador, parroquia chiquinquira,  municipio maracaibo, estado zulia.","reasfaltado de 1,2 km de vía del distribuidor lossada, acceso al centro de acopio de mercancías y alimentos mas grande del occidente del país. planteandose escarificación de carpeta asfaltica existente, riego de adherencia, suministro y colocación  de 2.",Culminado,"19","19","213634","1177361",Rehabilitación o Mejora,2022/04/21,4.43,308584.498871332,2340,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.6222256603374,10.6388856319852,./0.png
