X,Y,fid,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,fech_nc,cotizcn,mnt_pr_,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,clasi2,costo,atipics,Longitd,Latitud,icon_url
-68.2798423932731,10.3061365283307,"87",PI-2022-C-11-E-42-00038388,"2022",C11,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,No Urbana Canoabo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",176660,"rehabilitacion de la carpeta asfaltica, con la implementacion de bacheo en la via principal canoabo, desde la avenida bolivar sector boqueron, hasta el sector las rosas, de la parroquia canoabo, municipio bejuma, del estado carabobo.","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactacion con la implementacion de mini rodillo compactador para  asfalto, con la modalidad tipo bacheo, para  así br",Culminado,"19","19","1134580","579986",Rehabilitación o Mejora,2022/10/05,8.19,21570.2075702076,1100,m2,Si,mezcla asfaltico (tn),"260",bacheo,Elementos no asfalticos,,82.9623368084907,no,-68.2798423932731,10.3061365283307,./0.png
-68.1960177491936,10.1421772695661,"88",PI-2022-C-11-E-42-00038389,"2022",C11,ALCALDÍA DE BEJUMA (EDO. CARABOBO),Central,Carabobo,Bejuma,No Urbana Simón Bolívar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),176660,"rehabilitacion de la carpeta asfaltica, con la implementacion de bacheo en la via principal chirgua , desde la carretera panamericana, troncal 11 sector la mona, hasta el sector potrerito, parroquia simon bolivar, municipio bejuma, del estado carabobo.","comprende la remoción y limpieza de la carpeta de rodamiento deteriorado, colocación de asfalto en caliente en las areas ya saneadas, compactacion con la implementacion de mini rodillo compactador para  asfalto, con la modalidad tipo bacheo, para  así br",Culminado,"19","19","1131232","588420",Rehabilitación o Mejora,2022/10/05,8.19,21570.2075702076,1100,m2,Si,mezcla asfaltico (tn),"260",bacheo,Elementos no asfalticos,,82.9623368084907,no,-68.1960177491936,10.1421772695661,./0.png
-70.6934591126211,8.86170691909282,"89",PI-2022-C-11-E-67-00038349,"2022",C11,ALCALDÍA DE CARDENAL QUINTERO (EDO. MÉRIDA),Los Andes,Mérida,Cardenal Quintero,Santo Domingo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",600135.18,"rehabilitación integral de la vía principal, troncal oo1 mérida-barinas ,desde el sector la vega hasta aracay del municipio cardenal quintero del estado bolivariano de mérida.","rehabilitación integral desde el sector la vega hasta aracay, trocal 001, de la parroquia santo domingo, donde se van a sustituir la carpeta asfaltica que se encuentre en malas condiciones, por asfalto caliente, así como también se van a realizar trabajo",Culminado,"19","19","980701","321885",Rehabilitación o Mejora,2022/09/26,8.08,74274.1559405941,25000,m2,Si,asfalto caliente tn,"300",heterogeneo_asf,Elementos no asfalticos,,,no,-70.6934591126211,8.86170691909282,./0.png
-66.7897097635129,10.1083015385476,"90",PI-2022-C-12-E-156-00038464,"2022",C12,ALCALDÍA DE LANDER (EDO. MIRANDA),Central,Miranda,Lander,Ocumare Del Tuy,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),344874.6,"rehabilitación de la calle principal del sector san basilio,  desde el pimpineo hasta la calle el tanque parroquia ocumare del tuy, municipio tomas lander, estado bolivariano de miranda",comprende en el mejoramiento de la vialidad en tramos sectorizados mediante bacheo y colocación de 350 toneladas de asfalto en caliente con el fin de mejorar la transitabilidad.,Culminado,"19","19","1117967","742190",Rehabilitación o Mejora,2022/10/19,8.35,41302.3473053892,750,m2,Si,tonelada metricas,"350",bacheo/carpeta,Elementos no asfalticos,,118.006706586826,no,-66.7897097635129,10.1083015385476,./0.png
-68.377944273621,10.1513178394929,"91",PI-2022-C-12-E-188-00038467,"2022",C12,ALCALDÍA DE MIRANDA (EDO. CARABOBO),Central,Carabobo,Miranda,Urbana Miranda,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),250500,rehabilitacion de la avenida principal carlos luis brants,"escanificacion de 4000 mts2 con maquina perfiladora, bacheo de 300mts2, suministro, transporte y colocacion de 250 toneladas de asfalto tipo iii o tipo iv, colocacion de 4300 mts2 de riego de adherencia",Culminado,"19","19","1122244","568442",Rehabilitación o Mejora,2022/10/19,8.35,30000,4000,m2,Si,mezcla asafaltica en (ton),"250",bacheo,Elementos no asfalticos,,120,no,-68.377944273621,10.1513178394929,./0.png
-69.6568405317291,11.4070048878723,"92",PI-2022-C-12-E-189-00038461,"2022",C12,ALCALDÍA DE MIRANDA (EDO. FALCÓN),Occidental,Falcón,Miranda,San Gabriel,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),380768,"mantenimiento correctivo de la vialidad de la calle el sol entre av tirso salaverria y av. pinto salina, sector bobare, parroquia san gabriel municipio miranda","consiste basicamente en rehabilitación de  algunos tramos en concreto, ademas de la  remoción de la carpeta asfaltica , aplicando la técnica del bacheo.",Culminado,"19","19","1260987","428129",Rehabilitación o Mejora,2022/10/19,8.35,45600.9580838323,4200,m2,Si,asfalto tipo iv (toneladas),"200",heterogeneo_asf,Elementos no asfalticos,,,no,-69.6568405317291,11.4070048878723,./0.png
-69.2970218489977,11.5177405567843,"93",PI-2022-C-12-E-332-00038480,"2022",C12,ALCALDÍA DEL MUNICIPIO TOCOPERO (ESTADO FALCON),Occidental,Falcón,Tocópero,Capital Tocópero,Vialidad,Rural,76000,"bacheo en la via principal del sector rosa, muniicpio tocopero, estado falcon","consiste en  remocion de pavimento flexible, acondicionamiento, bote y carga, transporte del material, bacheo en 400 mts lineales de la via",Culminado,"19","19","1273299","468300",Rehabilitación o Mejora,2022/10/19,8.35,9101.79640718563,2100,m2,Si,asfalto tipo iii. toneladas metricas,"80",bacheo,Elementos no asfalticos,,113.77245508982,no,-69.2970218489977,11.5177405567843,./0.png
-68.8952983074487,10.4418541854882,"94",PI-2022-C-12-E-54-00038504,"2022",C12,ALCALDÍA DE BOLÍVAR (EDO. YARACUY),Occidental,Yaracuy,Bolívar,Capital Bolívar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),372425.59,"rehabilitacion integral de la carpeta asfaltica, bacheo y demarcacion en el tramo vial
desde la calle paez  centro aroa hasta  calle principal el cementerio caramapampa, aroa, municipio
bolivar, estado yaracuy.","el objeto del proyecto consiste en la rehabilitacion de la carpeta asfaltica del
tramo vial desde la calle paez  centro aroa hasta  calle principal el cementerio caramapampa
colocacion de 270 tonelada de mezcla asfaltica, demarcacion de vias, pintura d",Culminado,"19","19","1153545","511028",Rehabilitación o Mejora,2022/10/25,8.39,44389.2240762813,1800,m2,Si,mezcla asfaltica (toneladas),"270",bacheo/carpeta,Elementos no asfalticos,,164.404533615857,no,-68.8952983074487,10.4418541854882,./0.png
-67.599822421497,5.65021146462912,"95",PI-2022-C-13-E-339-00038664,"2022",C13,GOBERNACIÓN DE AMAZONAS,Sur,Amazonas,Autónomo Atures,Luis Alberto Gómez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1350000,"nombre del proyecto

rehabilitación de la carpeta asfaltica para mejorar la vialidad de la avenida perimetral, en la ciudad de puerto ayacucho, municipio atures, del estado amazonas.","compra de material asfaltico y granular, para la continuación del asfaltado de la ciudad de puerto ayacucho, mediante la empresa asfalto y pavimentos amazonas c.a, perteneciente a la gobernación del estado amazonas, en la avenida perimetral desde la redo",Culminado,"19","19","627088","655485",Rehabilitación o Mejora,2022/11/17,9.77,138178.096212897,6000,m2,Si,material asfaltico a-30 (ton),"5",heterogeneo_asf,Elementos no asfalticos,,,no,-67.599822421497,5.65021146462912,./0.png
-70.2551715223249,8.6185835633532,"96",PI-2022-C-13-E-343-00038669,"2022",C13,GOBERNACIÓN DE BARINAS,Los LLanos,Barinas,Barinas,Alto Barinas,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),300000,"rehabilitacion y bacheo avenida zulia, sector alto barinas norte, parroquia alto barinas, municipio barinas, estado barinas","el proyecto consiste en el bacheo y rehabilitacion con mezcla  asfaltica de la avenida zulia, sector alto barinas  norte",Culminado,"19","19","953587","361946",Rehabilitación o Mejora,2022/11/17,9.77,30706.2436028659,4662,m2,Si,toneladas de asfalto,"187",bacheo/carpeta,Elementos no asfalticos,,164.204511245272,no,-70.2551715223249,8.6185835633532,./0.png
-69.6605705080398,11.3988033763714,"97",PI-2022-C-13-E-348-00038533,"2022",C13,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Miranda,San Gabriel,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),652787.14,"rehabilitación de la av. ramón antonio medina desde la prog: 0+000 hasta la prog: 1+900, parroquia san gabriel, municipio miranda, estado falcón.","se plantea realizar las siguientes actividades en tramos sectorizados de la avenida en estudio, comprendidos entre las progresivas 0+000 (plaza ramón antonio medina) y la progresiva 1+900 (calle las brisas): -bacheos de pavimietos asfalticos con equipo p",Culminado,"19","19","1261828","428906",Rehabilitación o Mejora,2022/11/17,9.77,66815.4698055271,29260,m2,Si,mezcla asfaltica tipo iv,"756",bacheo,Elementos no asfalticos,,88.3802510655121,no,-69.6605705080398,11.3988033763714,./0.png
-71.3357741851417,8.49497143438687,"98",PI-2022-C-13-E-351-00038518,"2022",C13,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Sucre,San Juan,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",1185668.99,"rehabilitacion integral de la vialidad de 200mts2 en la t007 entre villa libertad y las gonzalez, en el municipio  sucre en el estado bolivariano de merida","rehabilitacion integral de la vialidad de 200mts2 en la t007 entre villa libertad y las gonzalez en el municipio  sucre del estado bolivariano de merida, demolicion, colocacion de carpeta asfaltica, bote de escombros, mejoramientos de las tanquillas, col",Culminado,"19","19","939430","242267",Rehabilitación o Mejora,2022/11/17,9.77,121358.136131013,200,m2,Si,asfalto (ton),"1600",heterogeneo_asf,Elementos no asfalticos,,,no,-71.3357741851417,8.49497143438687,./0.png
-71.663300005398,8.61160981151125,"99",PI-2022-C-13-E-351-00038519,"2022",C13,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Alberto Adriani,Presidente Páez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),678253.84,rehabilitacion del asfaltado de la av don pepe rojas parroquia presidente paez municipio alberto adriani del estado bolivariano de merida.,"rehabilitacion de 4000 mts2  de carpeta asfaltica, limpieza de la zona, remocion de asfaltado y movilizacion de escombros, de la av don pepe rojas de la parroquia presidente paez municipio alberto adriani del estado bolivariano de merida.",Culminado,"19","19","952932","206846",Rehabilitación o Mejora,2022/11/17,9.77,69422.0921187308,400,m2,Si,asfalto (ton),"1200",carpeta,Elementos no asfalticos,,57.8517434322757,no,-71.663300005398,8.61160981151125,./0.png
-66.7421657076561,10.1793961854184,"100",PI-2022-C-13-E-352-00038607,"2022",C13,GOBERNACIÓN DE MIRANDA,Central,Miranda,Simón Bolívar,San Francisco De Yare,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),917815.2,"rehabilitación de la vialidad urbana desde la calle bolívar, hasta la calle ribas  de san francisco de yare, parroquia san francisco, municipio simón bolívar del estado miranda.","el proyecto consiste en la adquisición de 880 toneladas de mezcla asfaltica para mejorar la capa de rodamiento, previa remoción de la capa asfaltica existente, con la finalidad de incrementar la calidad de la transitabilidad en el sector.",Culminado,"19","19","1125856","746545",Rehabilitación o Mejora,2022/11/17,9.77,93942.1903787103,19680,m2,Si,mezcla asfaltica (toneladas),"880",carpeta,Elementos no asfalticos,,106.752489066716,no,-66.7421657076561,10.1793961854184,./0.png
-66.7459475799389,10.6163350942501,"101",PI-2022-C-13-E-359-00038568,"2022",C13,GOBERNACIÓN DE LA GUAIRA,Central,La Guaira,Vargas,Naiguatá,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",3246038.68,"rehabilitación integral de carretera perimetral tanaguarenas-naiguata, desde el tramo comprendido entre la entrada del club puerto azul hasta la posada jose alberto contreras, parroquia naiguata, estado la guaira","se plantea continuar la rehabilitación de la carretera tanaguarenas-naiguata en el tramo descrito, para lo cual se requiere: remoción (escarificación) mediante el uso de maquina perfiladora de asfalto, riego de adherencia empleando material asfaltico tip",Culminado,"19","19","1175051","751277",Rehabilitación o Mejora,2022/11/17,9.77,332245.514841351,19200,m2,Si,material asfaltico tipo rc-250 (ton),"2300",carpeta,Elementos no asfalticos,,144.454571670153,no,-66.7459475799389,10.6163350942501,./0.png
-71.6061747671834,10.6461122931806,"102",PI-2022-C-13-E-361-00038641,"2022",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Santa Lucía,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),435000,"rehabilitación integral de la avenida 4 en el tramo comprendido desde el museo municipal de la gaita hasta la intersección con la calle 77, parroquia santa lucia, municipio maracaibo, estado zulia.","se plantea reasfaltado de 383,15 ml en tramos de vía deteriorados, a través de las actividades de limpieza a mano en calzada, suministro, transporte y colocación de 344,72 toneladas de mezcla asfaltica en caliente tipo iii en un espesor promedio de 5 cm.",Culminado,"19","19","1180252","214708",Rehabilitación o Mejora,2022/11/17,9.77,44524.0532241556,2997,m2,Si,toneladas de asfalto en caliente tipo iii,"344",carpeta,Elementos no asfalticos,,129.430387279522,no,-71.6061747671834,10.6461122931806,./0.png
-71.6947455872202,10.6667755716712,"103",PI-2022-C-13-E-361-00038643,"2022",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Francisco Eugenio Bustamante,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),435000,"rehabilitación integral de la vía a la concepción en el tramo comprendido desde la avenida 1e hasta la calle 94l, parroquia francisco eugenio bustamante, municipio maracaibo, estado zulia.","se plantea la rehabilitación de 918,45 ml de tramos de vía deteriorados, a través de las actividades de limpieza a mano en calzada, reasfaltado y bacheo, incluyendo el suministro, transporte y colocación de 700 tn de mezcla asfaltica en caliente tipo iii",Culminado,"19","19","1179892","204623",Rehabilitación o Mejora,2022/11/17,9.77,44524.0532241556,5591,m2,Si,toneladas de asfalto en caliente tipo iii,"700",bacheo/carpeta,Elementos no asfalticos,,63.6057903202223,no,-71.6947455872202,10.6667755716712,./0.png
-71.6040355987181,10.6759741586765,"104",PI-2022-C-13-E-361-00038648,"2022",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Olegario Villalobos,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),435000,"reasfaltado de la calle 3c, tramo comprendido entre la calle 72 y calle 68, parroquia olegario villalobos, municipio maracaibo, estado zulia","se plantea el reasfaltado de 0,57 km de vía, mediante la colocación de 775 ton de mezcla asfaltica en caliente tipo iii y el reacotamiento de 4 bocas de visita.",Culminado,"19","19","1180950","215353",Rehabilitación o Mejora,2022/11/17,9.77,44524.0532241556,5612,m2,Si,toneladas de asfalto en caliente tipo iii,"775",carpeta,Elementos no asfalticos,,57.4503912569749,no,-71.6040355987181,10.6759741586765,./0.png
-71.6225972801222,10.7226308296975,"105",PI-2022-C-13-E-361-00038651,"2022",C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Juana De Avila,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),477000,"reasfaltado de la avenida 15 (paul moreno) tramo comprendido entre calle 43 (la picola)  y calle 19 a (colegio fatima) parroquia juana de avila, municipio maracaibo, estado zulia.","se plantea el reasfaltado de 0,58 km de vialidad, mediante la colocación de 905 ton de mezcla asfaltica en caliente tipo iii.",Culminado,"19","19","1184107","212786",Rehabilitación o Mejora,2022/11/17,9.77,48822.9273285568,4351,m2,Si,toneladas de asfalto en caliente tipo iii,"905",carpeta,Elementos no asfalticos,,53.9479859984053,no,-71.6225972801222,10.7226308296975,./0.png
-71.8331323606655,10.6204826031706,"106",PI-2022-C-3-E-132-00036509,"2022",C3,ALCALDÍA DE JESÚS ENRIQUE LOSSADA (EDO. ZULIA),Occidental,Zulia,Jesús Enrique Lossada,La Concepción,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),466400,"rehabilitación integral de la vialidad  del boulevard francia en el tramo comprendido desde la estación de servicio la concepción  hasta la planta  de corpoelec, sector campo niquitao parroquia la concepción, municipio jesús enrique lossada, estado zulia","consiste en la rehabilitación integral de la vía con escarificado (4500 m2), colocación de 480 toneladas de mezcla asfaltica tipo 3, demarcación continua (6 km) y discontinua (3 km), señalización con marcadores reflectores (ojos de gatos) aproximadamente",Culminado,"19","19","1176702","189575",Rehabilitación o Mejora,2022/03/28,4.36,106972.47706422,480,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.8331323606655,10.6204826031706,./0.png
-66.6604985938325,10.3089959547322,"107",PI-2022-C-3-E-219-00036532,"2022",C3,ALCALDÍA DE PAZ CASTILLO (EDO. MIRANDA),Central,Miranda,Paz Castillo,Santa Lucía,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),78300,"rehabilitación de la capa asfaltica del casco central de santa lucia,  desde calle la linea con cruce calle sucre, hasta la calle miranda y bolívar. municipio paz castillo, estado bolivariano de miranda","saneamiento , limpieza y colocación de capa  asfaltica, desde calle la linea con cruce calle sucre, hasta la calle miranda y bolívar.",Culminado,"19","19","1139566","756476",Rehabilitación o Mejora,2022/04/04,4.4,17795.4545454545,150,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.6604985938325,10.3089959547322,./0.png
-66.7214234835475,10.2787484212305,"108",PI-2022-C-3-E-219-00036534,"2022",C3,ALCALDÍA DE PAZ CASTILLO (EDO. MIRANDA),Central,Miranda,Paz Castillo,Santa Lucía,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",109620,"rehabilitacion y acondicionamiento de la vialidad, el alto de soapire, la raiza","limpieza, acondicionamiento, colocacion de material granular, colocacion de mezcla asfaltica",Culminado,"19","19","1135209","749785",Rehabilitación o Mejora,2022/04/04,4.4,24913.6363636364,210,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.7214234835475,10.2787484212305,./0.png
-69.1249256246933,10.0784696140577,"109",PI-2022-C-3-E-229-00036537,"2022",C3,ALCALDÍA DE PEÑA (EDO. YARACUY),Occidental,Yaracuy,Peña,Capital Peña,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),111418.27,"rehabilitacion vial mediante bacheo en la carrera 13 desde la calle 7 hasta la calle 11 sector el jobito, yaritagua municipio peña, estado yaracuy.","realizar la rehabilitación vial mediante bacheo del pavimento flexible en la carrera 13 desde la calle 7 hasta la calle 11 del sector el jobito, colocando 225 toneladas de mezcla asfaltica tipo iv, incluye remocion de la carpeta asfaltica con maquinaria",Culminado,"19","19","1114383","486662",Rehabilitación o Mejora,2022/03/30,4.37,25496.171624714,225,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-69.1249256246933,10.0784696140577,./0.png
-71.0864938737567,9.13758962142636,"110",PI-2022-C-3-E-307-00036508,"2022",C3,ALCALDÍA DE TULIO FEBRES CORDERO (EDO. MÉRIDA),Los Andes,Mérida,Tulio Febres Cordero,Nueva Bolivia,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),333000,"rehabilitación de la calle principal del sector nueva bolivia, parroquia nueva bolivia municipio tulio febres cordero del estado mérida i fase","en vista de la problematica existente en la vialidad urbana del sector nueva bolivia , y sus pésima condiciones , para solventar este problema se debe construir baches y carpetas de rodamiento utilizando como materiales de construcción, mezcla asfaltica",Culminado,"19","19","1011722","269799",Rehabilitación o Mejora,2022/03/28,4.36,76376.1467889908,600,Metros,Si,mezcla asfaltica tipo iv y rc-2,"85",heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.0864938737567,9.13758962142636,./0.png
-66.1155179807796,10.4422084227446,"111",PI-2022-C-3-E-55-00036553,"2022",C3,ALCALDÍA DE BRIÓN (EDO. MIRANDA),Central,Miranda,Brión,Higuerote,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),161000,"acondicionamiento integral del tramo vial comprendida ,entre avenida bicentenario hasta la avenida andrés eloy blanco de la parroquia higuerote municipio brion del estado bolivariano de miranda","el proyecto consiste en la rehabilitación, acondicionamiento, bacheo, colocación de ojos de gatos y asfaltado, del tramo vial comprendida ,entre avenida bicentenario hasta la avenida andrés eloy blanco de la parroquia higuerote municipio brion del estado",Culminado,"19","19","1159241","817352",Rehabilitación o Mejora,2022/03/28,4.36,36926.6055045872,571,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-66.1155179807796,10.4422084227446,./0.png
-71.6598438909186,8.61334154060915,"112",PI-2022-C-3-E-8-00036466,"2022",C3,ALCALDÍA DE ALBERTO ADRIANI (EDO. MÉRIDA),Los Andes,Mérida,Alberto Adriani,Presidente Páez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),466400,"rehabilitación del tramo vial comprendido entre la  av. 15 a la  av. don pepe rojas de la ciudad del el vigía del municipio alberto adriani, estado bolivariano de mérida","recuperación de la vialidad mediante la colocación de asfalto en caliente , rc2, con empleo de maquinaria tipo finisher, vibrocompactador, tampo,para la colocación de bacheo en caliente",Culminado,"19","19","952718","206396",Rehabilitación o Mejora,2022/03/28,4.36,106972.47706422,700,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-71.6598438909186,8.61334154060915,./0.png
-67.5743014633935,10.2386405934535,"113",PI-2022-C-4-E-113-00036966,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),12880,"rehabilitación de la carpeta asfaltica (bacheo) en avenida simón rodriguez, tramo calle pilar pelgron - av. agustin codazzi, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar 108,70 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","1131814","656383",Rehabilitación o Mejora,2022/05/02,4.5,2862.22222222222,108.7,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5743014633935,10.2386405934535,./0.png
-67.5750677266942,10.2408049416234,"114",PI-2022-C-4-E-113-00036971,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),113344,"rehabilitación de la carpeta asfaltica (bacheo)  en el callejón  portillito, sector portillito, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 956,52 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","1132285","656328",Rehabilitación o Mejora,2022/05/02,4.5,25187.5555555556,956.52,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5750677266942,10.2408049416234,./0.png
-67.5709883758969,10.2364741128861,"115",PI-2022-C-4-E-113-00036973,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),15456.01,"rehabilitación de la carpeta asfaltica (bacheo)  de la avenida principal  de la urbanización girardot,  parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar  130,43 metros cuadrados de vialidad, mediante  bacheo de, debido a que el pavimento se encuentra deteriorado por fallas externas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los  habitant",Culminado,"19","19","1132175","656697",Rehabilitación o Mejora,2022/05/02,4.5,3434.66888888889,130.43,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5709883758969,10.2364741128861,./0.png
-67.5701265920364,10.2373021720612,"116",PI-2022-C-4-E-113-00037270,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),12880,"rehabilitación de la carpeta asfaltica (bacheo) en calle 2, urbanización  girardot,  parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar 108,70 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","1132068","656821",Rehabilitación o Mejora,2022/05/02,4.5,2862.22222222222,108.7,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5701265920364,10.2373021720612,./0.png
-67.576339643127,10.2401233330759,"117",PI-2022-C-4-E-113-00037275,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),58990.4,"rehabilitación de la carpeta asfaltica (bacheo) en avenida andres bello,  entre av. los chaguaramos - av. circunvalacion, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar 497,83 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitante",Culminado,"19","19","1131781","656486",Rehabilitación o Mejora,2022/05/02,4.5,13108.9777777778,497.83,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.576339643127,10.2401233330759,./0.png
-67.578650656632,10.2295364241197,"118",PI-2022-C-4-E-113-00037276,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),36064,"rehabilitación de la carpeta asfaltica (bacheo) en calle juan josé montesinos, tramo entre  avenida 11  y avenida andrés bello, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua","se requiere rehabilitar 304,35  metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitant",Culminado,"19","19","1132228","656113",Rehabilitación o Mejora,2022/05/02,4.5,8014.22222222222,304.35,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.578650656632,10.2295364241197,./0.png
-67.5779049109711,10.2330142689915,"119",PI-2022-C-4-E-113-00037277,"2022",C4,ALCALDÍA DE GIRARDOT (EDO. ARAGUA),Central,Aragua,Atanasio Girardot,Joaquín Crespo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),10304,"rehabilitación de la carpeta asfaltica (bacheo) en calle perez carvallo, tramo  avenida 8  y avenida andrés bello, sector piñonal, parroquia joaquin crespo, municipio girardot, estado aragua
","se requiere rehabilitar 86,96 metros cuadrados de vialidad, mediante bacheo de, debido a que el pavimento se encuentra deteriorado por diferentes fallas: ambientales, tiempo, uso, entre otras . con la ejecución de esta obra se beneficiaran los habitantes",Culminado,"19","19","1132250","656054",Rehabilitación o Mejora,2022/05/02,4.5,2289.77777777778,86.96,Metros,,,,heterogeneo_asf,Elementos no asfalticos,heterogeneo_asfC8,,no,-67.5779049109711,10.2330142689915,./0.png
